roster,row_index,name,award_year,service,acm_profile,acm_evidence_url,acm_evidence_time,acm_award_country,reviewed_at,prior_link,accepted_link,prior_quality,accepted_quality,prior_date,accepted_date,evidence_mode,identity_finding,review_status,availability,fetch_outcome,evidence_time,capture_sha256,capture_path,final_url,institution_country_evidence,publication_count,count_basis,sample_count,sample_scope,representative_publications,coverage_finding,contamination_finding,rationale,search_queries,search_outcome,candidate,review_question,action,additional_sources
turing_award_winners.csv,42,"Brooks, Frederick",1999,csrankings,https://awards.acm.org/award-recipients/brooks_1002187,https://awards.acm.org/award-recipients/brooks_1002187,2026-09-13T23:41:45Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"UNC architecture/software engineering and VR/haptics identity supported by Mythical Man-Month, GROPE, walkthrough and nanomanipulator collaborations. Nanotube papers include Brooks and established visualization collaborators; isolated architecture-book attribution is acceptable.","[{""query"": ""Frederick P Brooks CSRankings"", ""log"": ""search-32.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,43,"Gray, Jim",1998,scholar,https://awards.acm.org/award-recipients/gray_3649936,https://awards.acm.org/award-recipients/gray_3649936,2026-09-13T23:41:52Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=Dn4kkYUAAAAJ,https://scholar.google.com/citations?user=Dn4kkYUAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:10:33Z,123b797feef5c72f08de31a11a27d5b6a6d34588ca629a0b700caaeccc913716,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=Dn4kkYUAAAAJ,"IBM, Tandem, DEC, Microsoft; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,"Transaction processing | Data cube: A relational aggregation operator generalizing group-by, cross-tab, and sub-totals | The fifth data release of the Sloan Digital Sky Survey | Notes on data base operating systems",multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"IBM/Tandem/DEC/Microsoft database identity supported by transaction processing, System R, SQL isolation, data cubes and parallel databases. Sloan Digital Sky Survey work fits documented eScience collaboration. Preserve rejection of unrelated epidemic-app DBLP fragment; distinct Jim Gray 0001 candidate found.",,,,,retain,
turing_award_winners.csv,43,"Gray, Jim",1998,dblp,https://awards.acm.org/award-recipients/gray_3649936,https://awards.acm.org/award-recipients/gray_3649936,2026-09-13T23:41:52Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,candidate page could not be inspected; not a confirmed withdrawal,web tool cache miss / internal fetch error,,,,,,,,,,,not assessed: missing link,not assessed,"IBM/Tandem/DEC/Microsoft database identity supported by transaction processing, System R, SQL isolation, data cubes and parallel databases. Sloan Digital Sky Survey work fits documented eScience collaboration. Preserve rejection of unrelated epidemic-app DBLP fragment; distinct Jim Gray 0001 candidate found.","[{""query"": ""Jim Gray Microsoft DBLP author CSRankings"", ""log"": ""search-32.json""}]",Distinct candidate found; rejected historical URL remains excluded.,https://dblp.org/pid/g/JimGray.html,Verify the distinct candidate bibliography with an approved targeted capture; do not restore the rejected URL.,leave blank,
turing_award_winners.csv,43,"Gray, Jim",1998,csrankings,https://awards.acm.org/award-recipients/gray_3649936,https://awards.acm.org/award-recipients/gray_3649936,2026-09-13T23:41:52Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"IBM/Tandem/DEC/Microsoft database identity supported by transaction processing, System R, SQL isolation, data cubes and parallel databases. Sloan Digital Sky Survey work fits documented eScience collaboration. Preserve rejection of unrelated epidemic-app DBLP fragment; distinct Jim Gray 0001 candidate found.","[{""query"": ""Jim Gray Microsoft DBLP author CSRankings"", ""log"": ""search-32.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,44,"Engelbart, Douglas",1997,scholar,https://awards.acm.org/award-recipients/engelbart_5078811,https://awards.acm.org/award-recipients/engelbart_5078811,2026-09-13T23:41:58Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=AS8m_l4AAAAJ,https://scholar.google.com/citations?user=AS8m_l4AAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:10:40Z,03f7ef4a4720ff2d9f79e8e26d89183de782d5e1d23119c05d4c9c7a3ed05c68,,https://scholar.google.com/citations?user=AS8m_l4AAAAJ,"SRI, Bootstrap Institute; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,A research center for augmenting human intellect | A research center for augmenting human intellect | Conceptual Framework for the Augmentation of Man\'s Intellect | Display-selection techniques for text manipulation,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"SRI/Bootstrap identity and augmentation, knowledge workshop, NLS/AUGMENT and open hyperdocuments converge. All 18 DBLP records inspected; meaningful career-spanning computing bibliography, although technical-report coverage is narrower than Scholar.",,,,,retain,
turing_award_winners.csv,44,"Engelbart, Douglas",1997,dblp,https://awards.acm.org/award-recipients/engelbart_5078811,https://awards.acm.org/award-recipients/engelbart_5078811,2026-09-13T23:41:58Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/e/DouglasCEngelbart,https://dblp.org/pid/e/DouglasCEngelbart,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:50:27Z,ae5bc7b560e1a54cc1440e26333ecb77de679237de5d631658d9db38547d0745,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/18b9bf42a2438b8cb0718a4e2cdeca49b4311bf3b4998d3a10e608ceca1bb66a-1789689027931280000.html,https://dblp.org/pid/e/DouglasCEngelbart.html,"id=""profile""> Person information affiliation: Stanford Research Institute (SRI), CA, USA affiliation: Stanford University, CA, USA affiliation (PhD): University of California at Berkeley, CA, USA award (2014): Internet Hall of Fame award (2000): National Medal of Technology and Innovation award (1999): IEEE John von Neumann Medal award (1999): Benjamin Franklin Medal award (1998): National Inventors Hall of Fame award (1997): Turing Award, 1997 award (1992): EFF Pioneer Award award (1992): Computer Pioneer Award award (1990): ACM Software System Award <div style=""clear:",18,records in complete retained bibliography; versions/reprints may repeat works,18,all records; years 1961–2006,The augmented Wiki. | Augmenting society's collective IQs. | A Bibliographical Sketch of All-Magnetic Logic Schemes. | Correction Games that Teach the Fundamentals of Computer Operation.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"SRI/Bootstrap identity and augmentation, knowledge workshop, NLS/AUGMENT and open hyperdocuments converge. All 18 DBLP records inspected; meaningful career-spanning computing bibliography, although technical-report coverage is narrower than Scholar.",,,,,retain,
turing_award_winners.csv,44,"Engelbart, Douglas",1997,csrankings,https://awards.acm.org/award-recipients/engelbart_5078811,https://awards.acm.org/award-recipients/engelbart_5078811,2026-09-13T23:41:58Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"SRI/Bootstrap identity and augmentation, knowledge workshop, NLS/AUGMENT and open hyperdocuments converge. All 18 DBLP records inspected; meaningful career-spanning computing bibliography, although technical-report coverage is narrower than Scholar.","[{""query"": ""Douglas Engelbart CSRankings"", ""log"": ""search-32.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,45,"Pnueli, Amir",1996,scholar,https://awards.acm.org/award-recipients/pnueli_4725172,https://awards.acm.org/award-recipients/pnueli_4725172,2026-09-13T23:42:05Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"Temporal logic, reactive systems, synthesis and translation validation match Pnueli. Machine-drawing grammar is isolated interdisciplinary work rather than a persistent unrelated cluster.","[{""query"": ""Amir Pnueli Google Scholar CSRankings"", ""log"": ""search-32.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,
turing_award_winners.csv,45,"Pnueli, Amir",1996,dblp,https://awards.acm.org/award-recipients/pnueli_4725172,https://awards.acm.org/award-recipients/pnueli_4725172,2026-09-13T23:42:05Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/p/AmirPnueli,https://dblp.org/pid/p/AmirPnueli,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T21:46:55Z,8bcbe9e2c1f5dc6c5646ce69eea3148c9c9c577e72b303ef8e696be614f91d43,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/5ff4f4cab975918088a41a669fe69b2882cd45162a2ef5564237220479a371e1-1789681615349110000.html,https://dblp.org/pid/p/AmirPnueli.html,"id=""profile""> Person information award (1996): Turing Award award (2007): ACM Software System Award <div style=""clear:",277,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1969–2019",From Real-time Logic to Timed Automata. | On Synthesizing Controllers from Bounded-Response Properties. | The Temporal Semantics of Concurrent Programs. | Formalization of Properties of Recursively Defined Functions.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Temporal logic, reactive systems, synthesis and translation validation match Pnueli. Machine-drawing grammar is isolated interdisciplinary work rather than a persistent unrelated cluster.",,,,,retain,
turing_award_winners.csv,45,"Pnueli, Amir",1996,csrankings,https://awards.acm.org/award-recipients/pnueli_4725172,https://awards.acm.org/award-recipients/pnueli_4725172,2026-09-13T23:42:05Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Temporal logic, reactive systems, synthesis and translation validation match Pnueli. Machine-drawing grammar is isolated interdisciplinary work rather than a persistent unrelated cluster.","[{""query"": ""Amir Pnueli Google Scholar CSRankings"", ""log"": ""search-32.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,46,"Blum, Manuel",1995,scholar,https://awards.acm.org/award-recipients/blum_4659082,https://awards.acm.org/award-recipients/blum_4659082,2026-09-13T23:42:13Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,candidate inaccessible through web tool on 2026-09-18; does not establish removal,tool access failure,,,,,,,,,,,not assessed: missing link,not assessed,"CMU/Berkeley and complexity, program checking, cryptography, CAPTCHA and consciousness research identify Manuel Blum 0001. Explicitly distinguish Freiburg machine-learning Manuel Blum 0002 and medical namesakes. Upstream CS Scholar ID is not by itself a verified Scholar link.","[{""query"": ""Manuel Blum Google Scholar profile"", ""log"": ""search-36.json""}]","Source CS identifier inspected as a candidate, but page inaccessible; Freiburg/medical namesakes excluded.",https://scholar.google.com/citations?user=7S-LSKoAAAAJ,"Candidate needs an approved targeted capture before identity, coverage and quality can be assessed.",leave blank, ; https://www.csd.cmu.edu/people/faculty/manuel-blum
