roster,name,previous_csrankings_name,csrankings_name,status,legacy_dblp_candidates,legacy_scholar_candidates,reason,institutional_source,roster_dblp_profile,roster_scholar_profile
acm_fellows.csv,"Adar, Eytan",Eytan Adar,Eytan Adar,existing_link_corroborated,Eytan Adar,Eytan Adar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/EytanAdar,https://scholar.google.com/citations?user=4tMapHYAAAAJ
acm_fellows.csv,"Shasha, Dennis E",Dennis E. Shasha,Dennis E. Shasha,existing_link_corroborated,Dennis E. Shasha,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/DennisShasha,https://scholar.google.com/citations?user=UH3qseUAAAAJ
acm_fellows.csv,"Shim, Kyuseok",Kyuseok Shim,Kyuseok Shim,existing_link_corroborated,Kyuseok Shim,Kyuseok Shim,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/156/3851,https://scholar.google.com/citations?user=3Y254i4AAAAJ
acm_fellows.csv,"Smyth, Padhraic",Padhraic Smyth,Padhraic Smyth,existing_link_corroborated,Padhraic Smyth,Padhraic Smyth,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/PadhraicSmyth,https://scholar.google.com/citations?user=OsoQ-dcAAAAJ
acm_fellows.csv,"Tambe, Milind",Milind Tambe,Milind Tambe,existing_link_corroborated,Milind Tambe,Milind Tambe,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/67/2667,https://scholar.google.com/citations?user=YOVZiJkAAAAJ
acm_fellows.csv,"Tannen, Val",Val Tannen,Val Tannen,existing_link_corroborated,Val Tannen,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/t/ValTannen,https://scholar.google.com/citations?user=3Jus1k0AAAAJ
acm_fellows.csv,"Wong, Limsoon",Limsoon Wong,Limsoon Wong,existing_link_corroborated,Limsoon Wong,Limsoon Wong,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/w/LimsoonWong,https://scholar.google.com/citations?user=Inqu8SkAAAAJ
acm_fellows.csv,"Zhou, Yuanyuan",Yuanyuan Zhou 0001,Yuanyuan Zhou 0001,existing_link_corroborated,Yuanyuan Zhou 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/46/7346,https://scholar.google.com/citations?user=jJ_9TvEAAAAJ
acm_fellows.csv,"Zuckerman, David",David Zuckerman,David Zuckerman,existing_link_corroborated,David Zuckerman,David Zuckerman,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/z/DZuckerman,https://scholar.google.com/citations?user=MCe-I6wAAAAJ
acm_fellows.csv,"Alonso, Gustavo",Gustavo Alonso,Gustavo Alonso,existing_link_corroborated,Gustavo Alonso,Gustavo Alonso,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/GustavoAlonso,https://scholar.google.com/citations?user=fkNjVcIAAAAJ
acm_fellows.csv,"Baldi, Pierre",Pierre Baldi,Pierre Baldi,existing_link_corroborated,Pierre Baldi,Pierre Baldi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/54/1564,https://scholar.google.com/citations?user=RhFhIIgAAAAJ
acm_fellows.csv,"Camp, Tracy",Tracy Camp,Tracy Camp,existing_link_corroborated,Tracy Camp,Tracy Camp,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/91/2315,https://scholar.google.com/citations?user=8TyIlFgAAAAJ
acm_fellows.csv,"Fan, Wenfei",Wenfei Fan,Wenfei Fan,existing_link_corroborated,Wenfei Fan,Wenfei Fan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/94/2372,https://scholar.google.com/citations?user=u0S6ofAAAAAJ
acm_fellows.csv,"Gao, Lixin",Lixin Gao 0001,Lixin Gao 0001,existing_link_corroborated,Lixin Gao 0001,Lixin Gao 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/69/3480,https://scholar.google.com/citations?user=bOKmjf8AAAAJ
acm_fellows.csv,"Greenberg, Saul",Saul Greenberg,Saul Greenberg,existing_link_corroborated,Saul Greenberg,Saul Greenberg,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/SaulGreenberg,https://scholar.google.com/citations?user=TthhUuoAAAAJ
acm_fellows.csv,"Gross, Markus",Markus Gross 0001,Markus Gross 0001,existing_link_corroborated,Markus Gross 0001,Markus Gross 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/MarkusHGross,https://scholar.google.com/citations?user=uxk0GmUAAAAJ
acm_fellows.csv,"Guerraoui, Rachid",Rachid Guerraoui,Rachid Guerraoui,existing_link_corroborated,Rachid Guerraoui,Rachid Guerraoui,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/RachidGuerraoui,https://scholar.google.com/citations?user=_TR-7CEAAAAJ
acm_fellows.csv,"Kahng, Andrew B.",Andrew B. Kahng,Andrew B. Kahng,existing_link_corroborated,Andrew B. Kahng,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/AndrewBKahng,https://scholar.google.com/citations?user=zQ9GU2EAAAAJ
acm_fellows.csv,"Keshav, Srinivasan",Srinivasan Keshav,Srinivasan Keshav,existing_link_corroborated,Srinivasan Keshav,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/59/739,https://scholar.google.com/citations?user=-EMkK7QAAAAJ
acm_fellows.csv,"Kiczales, Gregor",Gregor Kiczales,Gregor Kiczales,existing_link_corroborated,Gregor Kiczales,Gregor Kiczales,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/GregorKiczales,https://scholar.google.com/citations?user=Odh4GSYAAAAJ
acm_fellows.csv,"Kitsuregawa, Masaru",Masaru Kitsuregawa,Masaru Kitsuregawa,existing_link_corroborated,Masaru Kitsuregawa,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/MasaruKitsuregawa,
acm_fellows.csv,"Libkin, Leonid",Leonid Libkin,Leonid Libkin,existing_link_corroborated,Leonid Libkin,Leonid Libkin,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/l/LeonidLibkin,https://scholar.google.com/citations?user=4q-MIB0AAAAJ
acm_fellows.csv,"Milo, Tova",Tova Milo,Tova Milo,existing_link_corroborated,Tova Milo,Tova Milo,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/TovaMilo,https://scholar.google.com/citations?user=X1-ovCkAAAAJ
acm_fellows.csv,"Nahrstedt, Klara",Klara Nahrstedt,Klara Nahrstedt,existing_link_corroborated,Klara Nahrstedt,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/45/3224,https://scholar.google.com/citations?user=TW0t25AAAAAJ
acm_fellows.csv,"Reddy, Raj",Raj Reddy,Raj Reddy,existing_link_corroborated,Raj Reddy,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/RajReddy,https://scholar.google.com/citations?user=mYu2uuIAAAAJ
acm_fellows.csv,"Selman, Bart",Bart Selman,Bart Selman,existing_link_corroborated,Bart Selman,Bart Selman,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/BartSelman,https://scholar.google.com/citations?user=pJ28HA0AAAAJ
acm_fellows.csv,"Shamir, Ron",Ron Shamir,Ron Shamir,existing_link_corroborated,Ron Shamir,Ron Shamir,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/66/6913,https://scholar.google.com/citations?user=ri4rEPMAAAAJ
acm_fellows.csv,"Sinclair, Alistair",Alistair Sinclair,Alistair Sinclair,existing_link_corroborated,Alistair Sinclair,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/AlistairSinclair,
acm_fellows.csv,"Stein, Clifford",Clifford Stein 0001,Clifford Stein 0001,existing_link_corroborated,Clifford Stein 0001,Clifford Stein 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/CliffordStein,https://scholar.google.com/citations?user=r49_E2cAAAAJ
acm_fellows.csv,"Stoica, Ion",Ion Stoica,Ion Stoica,existing_link_corroborated,Ion Stoica,Ion Stoica,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/IonStoica,https://scholar.google.com/citations?user=vN-is70AAAAJ
acm_fellows.csv,"Tamassia, Roberto",Roberto Tamassia,Roberto Tamassia,existing_link_corroborated,Roberto Tamassia,Roberto Tamassia,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/t/RobertoTamassia,https://scholar.google.com/citations?user=eEYPTKUAAAAJ
acm_fellows.csv,"Tichy, Walter F.",Walter F. Tichy,Walter F. Tichy,existing_link_corroborated,Walter F. Tichy,Walter F. Tichy,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/t/WalterFTichy,https://scholar.google.com/citations?user=23RPQBQAAAAJ
acm_fellows.csv,"Valiant, Leslie G",Leslie G. Valiant,Leslie G. Valiant,existing_link_corroborated,Leslie G. Valiant,Leslie G. Valiant,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/v/LeslieGValiant,https://scholar.google.com/citations?user=H509xdsAAAAJ
acm_fellows.csv,"Zhang, Xiaodong",Xiaodong Zhang 0001,Xiaodong Zhang 0001,existing_link_corroborated,Xiaodong Zhang 0001,Xiaodong Zhang 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/37/4356,https://scholar.google.com/citations?user=qFiMLsIAAAAJ
acm_fellows.csv,"Abiteboul, Serge",Serge Abiteboul,Serge Abiteboul,existing_link_corroborated,Serge Abiteboul,Serge Abiteboul,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/SergeAbiteboul,https://scholar.google.com/citations?user=lk_jn24AAAAJ
acm_fellows.csv,"Agrawal, Divyakant",Divyakant Agrawal,Divyakant Agrawal,existing_link_corroborated,Divyakant Agrawal,Divyakant Agrawal,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/DivyakantAgrawal,https://scholar.google.com/citations?user=XcaEg-cAAAAJ
acm_fellows.csv,"Baecker, Ronald M",Ronald M. Baecker,Ronald M. Baecker,existing_link_corroborated,Ronald M. Baecker,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/RonaldBaecker,https://scholar.google.com/citations?user=-X6Rj5EAAAAJ
acm_fellows.csv,"Eppstein, David",David Eppstein,David Eppstein,existing_link_corroborated,David Eppstein,David Eppstein,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/e/DEppstein,https://scholar.google.com/citations?user=QSY7ufMAAAAJ
acm_fellows.csv,"Gifford, David K",David K. Gifford,David K. Gifford,existing_link_corroborated,David K. Gifford,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/DavidKGifford,
acm_fellows.csv,"Govindan, Ramesh",Ramesh Govindan,Ramesh Govindan,existing_link_corroborated,Ramesh Govindan,Ramesh Govindan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/RameshGovindan,https://scholar.google.com/citations?user=ZTkRs84AAAAJ
acm_fellows.csv,"Jensen, Christian S.",Christian S. Jensen,Christian S. Jensen,existing_link_corroborated,Christian S. Jensen,Christian S. Jensen,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/262/0478,https://scholar.google.com/citations?user=wo20cPYAAAAJ
acm_fellows.csv,"Landau, Susan",Susan Landau 0001,Susan Landau 0001,existing_link_corroborated,Susan Landau 0001,Susan Landau 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/44/6965,https://scholar.google.com/citations?user=6emSUYoAAAAJ
acm_fellows.csv,"Lin, Ming C",Ming C. Lin,Ming C. Lin,existing_link_corroborated,Ming C. Lin,Ming C. Lin,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/289/3331,https://scholar.google.com/citations?user=ugFNit4AAAAJ
acm_fellows.csv,"Malkhi, Dahlia",Dahlia Malkhi,Dahlia Malkhi,existing_link_corroborated,Dahlia Malkhi,Dahlia Malkhi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/DahliaMalkhi,https://scholar.google.com/citations?user=A_VZ7N0AAAAJ
acm_fellows.csv,"Marzullo, Keith",Keith Marzullo,Keith Marzullo,existing_link_corroborated,Keith Marzullo,Keith Marzullo,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/KMarzullo,https://scholar.google.com/citations?user=hWzTk6MAAAAJ
acm_fellows.csv,"MATSUOKA, SATOSHI",Satoshi Matsuoka,Satoshi Matsuoka,existing_link_corroborated,Satoshi Matsuoka,Satoshi Matsuoka,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/57/4464,https://scholar.google.com/citations?user=UcWOl8YAAAAJ
acm_fellows.csv,"Ooi, Beng Chin",Beng Chin Ooi,Beng Chin Ooi,existing_link_corroborated,Beng Chin Ooi,Beng Chin Ooi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/o/BengChinOoi,https://scholar.google.com/citations?user=9560QjYAAAAJ
acm_fellows.csv,"Roth, Dan",Dan Roth 0001,Dan Roth 0001,existing_link_corroborated,Dan Roth 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/59/857,https://scholar.google.com/citations?user=E-bpPWgAAAAJ
acm_fellows.csv,"Souvaine, Diane L",Diane L. Souvaine,Diane L. Souvaine,existing_link_corroborated,Diane L. Souvaine,Diane L. Souvaine,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/DLSouvaine,https://scholar.google.com/citations?user=QTRDjTUAAAAJ
acm_fellows.csv,"Suciu, Dan",Dan Suciu,Dan Suciu,existing_link_corroborated,Dan Suciu,Dan Suciu,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/71/7833,https://scholar.google.com/citations?user=SIxd6jgAAAAJ
