name,year,google_scholar_profile_quality,category,review_requested,reason,acm_fellow_profile,google_scholar_profile,dblp_profile,acm_citation,scholar_name,scholar_affiliation,sample_publications,dblp_title_matches,evidence_title,evidence_authors,supporting_source,reviewed_at,scholar_fetched_at,acm_fetched_at,scholar_capture_sha256,previous_quality,previous_category,previous_reason,adjacent_sample_lower_bound,reassessment_basis
Rajeev Motwani,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/motwani_4305223,,https://dblp.org/pid/m/RajeevMotwani,For contributions to algorithms and complexity theory.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:13:24Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Randy Pausch,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/pausch_3279411,,https://dblp.org/pid/p/RandyFPausch,For contributions to the use of programming environments in education and entertainment.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:13:31Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Richard Hull,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/hull_1920347,https://scholar.google.com/citations?user=Yd6uJAgAAAAJ,https://dblp.org/pid/h/RichardHull,For contributions to data semantics and web services.,Richard Hull,"Principal Scientist, IC-FOODS",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:36:05Z,2026-09-13T18:13:38Z,ae12bb1ec5230a8242ed1dcb0f9f2b58d75c426a765fa2372203a506c025396e,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Rodney Downey,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/downey_4371977,https://scholar.google.com/citations?user=9xo0qlMAAAAJ,https://dblp.org/pid/d/RodneyGDowney,For contributions to computability and complexity theory.,rod downey,"Victoria University, Wellington",20,14,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:36:12Z,2026-09-13T18:13:45Z,8d921ad589391ebd099628dda3f42cd1477805397e2422665551e1a888a34d81,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Tao Jiang,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/jiang_3376910,https://scholar.google.com/citations?user=XUhsCZwAAAAJ,https://dblp.org/pid/j/TaoJiang-1,For contributions to computational biology and computational complexity.,Tao Jiang,UC Riverside,20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:36:20Z,2026-09-13T18:13:52Z,89fb4539204d8647778ff481c522ca062019d73a718cd1d622d2842cc0f11e3e,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Utpal Banerjee,2007,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/banerjee_1882547,,https://dblp.org/pid/78/4723,For contributions to the mathematical foundations of optimizing parallelizing compilers.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:13:59Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Viktor Prasanna,2007,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/prasanna_5198114,https://scholar.google.com/citations?user=4FQXSP8AAAAJ,https://dblp.org/pid/p/ViktorKPrasanna,"For contributions to parallel, distributed and reconfigurable computing.",Viktor K. Prasanna,University of Southern California,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:36:27Z,2026-09-13T18:14:05Z,d6cd55f002d6f2e0f687e15fea9098309678debbc4b8fad68b4ed543237e18a6,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Alan Newell,2006,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/newell_CL65900,,https://dblp.org/pid/132/1811,For contributions to computer-based systems for people with disabilities.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:14:12Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Albert G Greenberg,2006,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/greenberg_3415148,,https://dblp.org/pid/g/AlbertGGreenberg,For contributions to Internet measurement and engineering.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:14:18Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Alexander L Wolf,2006,Y,mostly_adjacent_with_retained_concern,N,"At least 16/20 sampled publications are relevant or reasonably adjacent to the ACM-grounded identity. Y under the user's tolerant majority rule; the earlier isolated attribution concern is retained as evidence, not a reason to reject the profile.",https://awards.acm.org/award-recipients/wolf_1889526,https://scholar.google.com/citations?user=21FXjJgAAAAJ,https://dblp.org/pid/w/AlexanderLWolf,For research in distributed system software engineering and service to the community.,Alexander L Wolf,"Dean of Engineering, University of California, Santa Cruz",20,16,Post-quantum key {Exchange—A} new hope,"E Alkim, L Ducas, T Pöppelmann, P Schwabe",,2026-09-17T21:21:43-04:00,2026-09-16T21:36:35Z,2026-09-13T18:14:25Z,38d13d24ed1615ec4de8b2c5999e9e87c06e390083bca5dfadcfab24a74ee3ad,N,provisional_attribution_concern,"The selected publication is credited to other authors in the captured profile, without an evident Fellow contribution. Provisional N pending verification of full credits, contributor roles and merged versions.",16,The prior ACM-grounded identity and topic review is supported by a majority of captured titles matching the reviewed DBLP bibliography; isolated anomalies do not lower profile-level quality.
Alfred Z Spector,2006,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/spector_CR79707,,https://dblp.org/pid/s/AlfredZSpector,For leadership and contributions to scalable distributed systems.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:14:32Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Alon Yitzchak Halevy,2006,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/halevy_5041603,https://scholar.google.com/citations?user=F_MI0pcAAAAJ,https://dblp.org/pid/h/AlonYHalevy,For contributions to data integration and knowledge representation.,Alon Halevy,Google,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:36:43Z,2026-09-13T18:14:39Z,1ea507dbdc642a185b6e395e93bab4240f95d3e677c95262f07d6141e92ce8d8,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Anthony C Hearn,2006,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/hearn_1069624,,https://dblp.org/pid/87/1081,For contributions to computer algebra and symbolic computation.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:14:47Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Arvind,2006,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/arvind_3667433,https://scholar.google.com/citations?user=_BqpjCgAAAAJ,https://dblp.org/pid/243/1137,For contributions to dataflow computing and verification.,Arvind,MIT,20,0,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:36:49Z,2026-09-13T18:14:54Z,c9a2c2838096f00ffc4a47b5ac18987707e3e8f0797e595e2f0363bfe5d8c3f5,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Bryant W York,2006,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/york_1471234,,https://dblp.org/pid/y/BryantWYork,For leadership in broadening participation in computing.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:15:01Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Charles E Leiserson,2006,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/leiserson_1506955,https://scholar.google.com/citations?user=gWBoNCsAAAAJ,https://dblp.org/pid/l/CELeiserson,For contributions to parallel and distributed computing.,Charles E. Leiserson,MIT,20,14,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:36:56Z,2026-09-13T18:15:08Z,c18ec5202add5aa09d5a291ca55043267e00ae9e0d6d1bdb3bb68eea3ef36523,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Dan R Olsen,2006,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/olsen_2000610,,https://dblp.org/pid/o/DanROlsen,For contributions to user interface technology.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:15:15Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Dianne Prost O'Leary,2006,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/oleary_1275429,https://scholar.google.com/citations?user=5mXaSbgAAAAJ,https://dblp.org/pid/o/DiannePOLeary,For mentoring activities and contributions to numerical algorithms.,Dianne P O'Leary,"Professor of Computer Science, University of Maryland",20,12,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:37:02Z,2026-09-13T18:16:49Z,08e1b3a15b9b3e21097c61be7579026594d01b538c70cea3b89c0d6389d737ec,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Eric Allender,2006,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/allender_1983055,https://scholar.google.com/citations?user=dQwv9e4AAAAJ,https://dblp.org/pid/a/EAllender,For contributions to computational complexity theory.,Eric Allender,Rutgers University,20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T21:37:09Z,2026-09-13T18:16:56Z,0a1cba7cb5542193376ad3d4a50ddc0954f9037059d53a38d93e0d672d08b67c,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
